ah-214.wav|exposure of your eyes to bright artificial light between the hours of ten PM
ah-215.wav|and four AM
ah-216.wav|If you're going to use screens or artificial lights, dim them down as far as you can
ah-217.wav|Now there are several studies that point to the fact
ah-218.wav|that
ah-219.wav|one of the major issues with getting
ah-220.wav|bright light in your eyes between the hours of ten PM and four AM
ah-221.wav|is that  it has a negative impact on the so-called dopaminergic or dopamine circuits of the brain and body, which can
ah-222.wav|enhance depression. That is
ah-223.wav|lead to
ah-224.wav|ongoing lower mood and affect
ah-225.wav|So that's a reason to dim the lights or avoid
ah-226.wav|bright lights between ten PM and four AM. However
ah-227.wav|I and many others need
ah-228.wav|to use artificial light and screens
ah-229.wav|sometimes, even between the hours of
ah-230.wav|ten PM and midnight or even midnight to three AM, depending on
ah-231.wav|what's going on in my life or your life
ah-232.wav|That may include you as well
ah-233.wav|Now it turns out that there are powerful ways to offset
ah-234.wav|some, not all, but some of the negative effects
ah-236.wav|of viewing artificial lights between the hours of ten PM
ah-237.wav|and four AM. And one of the most powerful ways to do that
ah-238.wav|is to simply adjust the overall brightness of your artificial lighting throughout the day and in the evening
ah-241.wav|So one of the
ah-242.wav|issues nowadays that we're really facing is that people are simply not getting enough bright light in their eyes from sunlight or from other sources during the daytime
ah-243.wav|and they're getting far too much bright light in their eyes
ah-244.wav|largely from artificial sources, of course
ah-245.wav|in the evening
ah-246.wav|and at night
ah-247.wav|Not just from ten PM to four AM, but also in the evening hours from six to ten PM and so on and so forth
ah-248.wav|So a very simple
ah-249.wav|yet powerful solution that supported by peer-reviewed
ah-250.wav|research in humans
ah-252.wav|is to try and make your indoor working and/or home environment during the day
ah-253.wav|as bright as possible. Now, if you can achieve that through direct sunlight, terrific. If you can get outside a lot during the daytime, terrific. But many people simply cannot
ah-254.wav|But most people do have some windows in their environment
ah-255.wav|I realize some don't but, most people do
ah-257.wav|And as a consequence, most people are using rather dim artificial lighting
ah-259.wav|indoors
ah-260.wav|during the day
ah-261.wav|and then very bright artificial lighting
ah-262.wav|indoors
ah-263.wav|in the evening, and at night
ah-265.wav|that's a problem. And if you think about it, logically, you want to do the exact reverse
ah-266.wav|So it's been shown that if you
ah-267.wav|simply increase the amount of bright artificial light that you were exposed to during the day
ah-268.wav|and remember this is not an excuse to not get your
ah-269.wav|morning sunlight viewing, but in addition to that
ah-270.wav|to make
ah-271.wav|your indoor artificial lights very bright, bright, bright, bright, bright throughout the day
ah-272.wav|And then much dimmer from the hours of six PM
ah-273.wav|until bedtime
ah-274.wav|Or if you can't do that, then maybe
ah-275.wav|as
